T,V,event
0.0,496.0,0
0.00011343298631241966,497.0,0
0.00022686597262483931,497.0,0
0.00034029895893725897,497.0,0
0.00045373194524967863,498.0,0
0.0005671649315620983,498.0,0
0.0006805979178745179,498.0,0
0.0007940309041869376,499.0,0
0.0009074638904993573,499.0,0
0.001020896876811777,499.0,0
0.0011343298631241966,499.0,0
0.0012477628494366162,499.0,0
0.0013611958357490359,499.0,0
0.0014746288220614555,498.0,0
0.0015880618083738752,498.0,0
0.0017014947946862949,497.0,0
0.0018149277809987145,497.0,0
0.0019283607673111342,497.0,0
0.002041793753623554,496.0,0
0.0021552267399359733,496.0,0
0.002268659726248393,496.0,0
0.002382092712560813,496.0,0
0.0024955256988732325,496.0,0
0.002608958685185652,495.0,0
0.0027223916714980718,495.0,0
0.0028358246578104917,495.0,0
0.002949257644122911,495.0,0
0.0030626906304353305,495.0,0
0.0031761236167477504,496.0,0
0.0032895566030601703,496.0,0
0.0034029895893725897,496.0,0
0.003516422575685009,496.0,0
0.003629855561997429,497.0,0
0.003743288548309849,497.0,0
0.0038567215346222684,498.0,0
0.003970154520934688,499.0,0
0.004083587507247108,499.0,0
0.0041970204935595275,499.0,0
0.0043104534798719465,500.0,0
0.004423886466184366,500.0,0
0.004537319452496786,502.0,0
0.004650752438809206,502.0,0
0.004764185425121626,503.0,0
0.004877618411434045,504.0,0
0.004991051397746465,504.0,0
0.005104484384058885,505.0,0
0.005217917370371304,506.0,0
0.005331350356683724,507.0,0
0.0054447833429961436,508.0,0
0.005558216329308563,508.0,0
0.005671649315620983,510.0,0
0.005785082301933402,510.0,0
0.005898515288245822,512.0,0
0.006011948274558242,512.0,0
0.006125381260870661,513.0,0
0.006238814247183081,514.0,0
0.006352247233495501,515.0,0
0.006465680219807921,515.0,0
0.0065791132061203406,516.0,0
0.00669254619243276,517.0,0
0.0068059791787451794,518.0,0
0.006919412165057599,518.0,0
0.007032845151370018,518.0,0
0.007146278137682438,519.0,0
0.007259711123994858,519.0,0
0.007373144110307278,519.0,0
0.007486577096619698,519.0,0
0.007600010082932117,519.0,0
0.007713443069244537,519.0,0
0.007826876055556957,519.0,0
0.007940309041869376,519.0,0
0.008053742028181796,519.0,0
0.008167175014494215,520.0,0
0.008280608000806634,520.0,0
0.008394040987119055,520.0,0
0.008507473973431474,520.0,0
0.008620906959743893,520.0,0
0.008734339946056314,520.0,0
